Mods count: 394
 
                                    jar name                                     |    notes     |                 mod id                  |                      mod name                       |          mod version           |                                                                                                                                                                            mixin configs                                                                                                                                                                            |              modrinth hash               | curseforge hash
iris-neoforge-1.8.12+mc1.21.1.jar                                                |              | iris                                    | Iris                                                | 1.8.12-snapshot+mc1.21.1-local | mixins.iris.forge.json, mixins.iris.compat.sodium.json, mixins.iris.devenvironment.json, mixins.iris.fixes.maxfpscrash.json, iris-batched-entity-rendering.mixins.json, mixins.iris.json, mixins.iris.fantastic.json, mixins.iris.integrationtest.json, mixins.iris.vertexformat.json, mixins.iris.bettermipmaps.json, mixins.iris.compat.dh.json                   | a3e6355915c7d3b2bc392724795113e51d289378 | 2055048874     
    /META-INF/jarjar/glsl-transformer-2.0.1.jar                                  |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/jcpp-1.4.14.jar                                             |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/fabric-api-base-0.4.42+d1308ded19.jar                       |              | fabric_api_base                         | Forgified Fabric API Base                           | 0.4.42+d1308ded19              |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/fabric-block-view-api-v2-1.0.10+9afaaf8c19.jar              |              | fabric_block_view_api_v2                | Forgified Fabric BlockView API (v2)                 | 1.0.10+9afaaf8c19              | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json                                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jarjar/fabric-renderer-api-v1-3.4.0+acb05a3919.jar                 |              | fabric_renderer_api_v1                  | Forgified Fabric Renderer API (v1)                  | 3.4.0+acb05a3919               | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/fabric-rendering-data-attachment-v1-0.3.48+73761d2e19.jar   |              | fabric_rendering_data_attachment_v1     | Forgified Fabric Rendering Data Attachment (v1)     | 0.3.48+73761d2e19              | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json                                                                                                                                                                                                                                                             |                                          |                
ironchest-1.21-neoforge-16.0.7.jar                                               |              | ironchest                               | Iron Chests                                         | 1.21-neoforge-16.0.7           |                                                                                                                                                                                                                                                                                                                                                                     | 7064b4ea349f37d95a6448c3179dc0a2cad0c162 | 988191719      
ironfurnaces-neoforge-1.21.1-4.3.2.jar                                           |              | ironfurnaces                            | Iron Furnaces                                       | 4.3.2                          |                                                                                                                                                                                                                                                                                                                                                                     | 9a40f949ec9794cdef79bdabb61a12a918613194 | 1526878118     
Jade-1.21.1-NeoForge-15.10.5.jar                                                 |              | jade                                    | Jade                                                | 15.10.5+neoforge               | jade.mixins.json                                                                                                                                                                                                                                                                                                                                                    | d5bf134b3dbde9f5258666823900e21341dc0a50 | 1963309046     
JadeAddons-1.21.1-NeoForge-6.1.0.jar                                             |              | jadeaddons                              | Jade Addons                                         | 6.1.0+neoforge                 | jadeaddons.mixins.json                                                                                                                                                                                                                                                                                                                                              | d0aef07e67f9e2dd7ae68f9f27d845511d8eaff3 | 2483268990     
jearchaeology-1.21.1-1.2.0.jar                                                   |              | jearchaeology                           | Just Enough Archaeology                             | 1.21.1-1.2.0                   |                                                                                                                                                                                                                                                                                                                                                                     | 385e4937144b20c6cbf103945a73066f8dc1bc74 | 2727815281     
jei-1.21.1-neoforge-19.27.0.340.jar                                              |              | jei                                     | Just Enough Items                                   | 19.27.0.340                    |                                                                                                                                                                                                                                                                                                                                                                     | 27d0d85e7e32e926fc3664ab6815df5cdabb7941 | 828156772      
jeimultiblocks-1.21.1-1.0.6.jar                                                  |              | jeimultiblocks                          | Just Enough Immersive Multiblocks                   | 1.0.6                          |                                                                                                                                                                                                                                                                                                                                                                     | 3c0a8b4823083151572656c702e5a2b45720ab4f | 844327828      
jmi-neoforge-1.21.1-1.9.jar                                                      |              | jmi                                     | JourneyMap Integration                              | 1.21.1-1.9                     | jmi.mixins.json                                                                                                                                                                                                                                                                                                                                                     | b49a9afa0685af95baf76931c05ce43979ce744a | 1563867775     
journeymap-neoforge-1.21.1-6.0.0-beta.83.jar                                     |              | journeymap                              | Journeymap                                          | 1.21.1-6.0.0-beta.83           | journeymap.mixins.json, journeymap.neoforge.mixins.json                                                                                                                                                                                                                                                                                                             | 9a0fd79ffb95e0f3065911a9bfc74bcd9c5207b2 | 1075053141     
    /META-INF/jarjar/common-networking-neoforge-1.0.21-1.21.1.jar                |              | commonnetworking                        | Common Networking                                   | 1.0.21-1.21.1                  |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/journeymap-api-neoforge-2.0.0-1.21.1.jar                    |              | journeymap_api                          | JourneyMap API                                      | 2.0.0-1.21.1                   |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/pngj-2.1.0.jar                                              |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
jumpoverfences-neoforge-1.21.1-1.6.1.jar                                         |              | jumpoverfences                          | Jump Over Fences                                    | 1.6.1                          |                                                                                                                                                                                                                                                                                                                                                                     | 96157f215986412b2336f52923b834ae2e5e241c | 1049831746     
justenoughbreeding-neoforge-1.21.1-3.1.0.jar                                     |              | justenoughbreeding                      | Just Enough Breeding                                | 3.1.0                          |                                                                                                                                                                                                                                                                                                                                                                     | e8d4564ea93a3d6c2004e7bf1501b754af377f87 | 3452596422     
JustEnoughProfessions-neoforge-1.21.1-4.0.5.jar                                  |              | justenoughprofessions                   | Just Enough Professions (JEP)                       | 4.0.5                          |                                                                                                                                                                                                                                                                                                                                                                     | 439ea1baa5e3065e36e0e57422f22403918bb59f | 3263157041     
JustEnoughResources-NeoForge-1.21.1-1.6.0.17.jar                                 |              | jeresources                             | Just Enough Resources                               | 1.6.0.17                       |                                                                                                                                                                                                                                                                                                                                                                     | e739d69b2de31ca8c0cb4691ab08e823f153bc44 | 2532757003     
justplayerheads-1.21.1-4.4.jar                                                   |              | justplayerheads                         | Just Player Heads                                   | 4.4                            | justplayerheads_fabric.mixins.json, justplayerheads_neoforge.mixins.json, justplayerheads_forge.mixins.json                                                                                                                                                                                                                                                         | 4233ce3603dce2f6a74b4ab85508513f0ce4a31e | 3182041121     
KeybindsPurger-1.4.0-neoforge-1.21.1.jar                                         |              | keybindspurger                          | KeybindsPurger                                      | 1.4.0                          | keybindspurger.mixins.json                                                                                                                                                                                                                                                                                                                                          | 8e1baa9ab8aa4b2efaefd39df54b241bd64533df | 197638904      
kleeslabs-neoforge-1.21.1-21.1.11.jar                                            |              | kleeslabs                               | KleeSlabs                                           | 21.1.11                        | kleeslabs.neoforge.mixins.json, kleeslabs.mixins.json                                                                                                                                                                                                                                                                                                               | 6b357c38c09620d7494da94a03470d5fbb4eade6 | 1506018453     
konkrete_neoforge_1.9.9_MC_1.21.jar                                              |              | konkrete                                | Konkrete                                            | 1.9.9                          | konkrete.mixins.json, konkrete.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                 | 97771eb287d5ac7fe667d1df9493d5e54c8ca1fa | 3128317181     
kotlinforforge-5.11.0-all.jar                                                    |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     | a8b9f1233336ca9fe4702bc2cc5a6f97ad5e3b65 | 1356655026     
    /META-INF/jarjar/kotlin-stdlib-jdk7-2.3.0.jar                                |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/kotlin-reflect-2.3.0.jar                                    |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/kotlinx-serialization-json-jvm-1.9.0.jar                    |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/thedarkcolour.kfflang-5.11.0.jar                            |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/kotlin-stdlib-jdk8-2.3.0.jar                                |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/thedarkcolour.kfflib-5.11.0.jar                             |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/thedarkcolour.kffmod-5.11.0.jar                             |              | kotlinforforge                          | Kotlin For Forge                                    | 5.11.0                         |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/kotlin-stdlib-2.3.0.jar                                     |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/kotlinx-coroutines-core-jvm-1.10.2.jar                      |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/kotlinx-coroutines-jdk8-1.10.2.jar                          |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/kotlinx-serialization-core-jvm-1.9.0.jar                    |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
kubejs-neoforge-2101.7.2-build.368.jar                                           |              | kubejs                                  | KubeJS                                              | 2101.7.2-build.368             | kubejs.mixins.json                                                                                                                                                                                                                                                                                                                                                  | cd8e1e392d642e4d0f1fbc099d93da105c263d0d | 2173803912     
    /META-INF/jarjar/animated-gif-lib-for-java-animated-gif-lib-1.7.jar          |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/better-advanced-tooltips-2101.1.0-build.1.jar               |              | betteradvancedtooltips                  | Better Advanced Tooltips                            | 2101.1.0-build.1               | betteradvancedtooltips.mixins.json                                                                                                                                                                                                                                                                                                                                  |                                          |                
    /META-INF/jarjar/tiny-java-server-1.0.0-build.33.jar                         |              |                                         |                                                     |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
lambdynamiclights-4.8.8+1.21.1.jar                                               |              | lambdynlights                           | LambDynamicLights                                   | 4.8.8+1.21.1                   |                                                                                                                                                                                                                                                                                                                                                                     | d0ab30eebffdb999c07964c5775b199792b5cf46 | 791753316      
    /META-INF/jars/lambdynamiclights-4.8.8+1.21.1-neoforge.jar                   |              | lambdynlights_runtime                   | LambDynamicLights (Runtime)                         | 4.8.8+1.21.1                   | lambdynlights.mixins.json, lambdynlights.lightsource.mixins.json                                                                                                                                                                                                                                                                                                    |                                          |                
        /META-INF/jars/yumi-mc-foundation-1.0.0-beta.1+1.21.1-mojmap.jar         |              | yumi_mc_core                            | Yumi Minecraft Libraries: Foundation                | 1.0.0-beta.1+1.21.1            | yumi_mc_core.mixins.json, yumi_mc_core.neoforge.mixins.json                                                                                                                                                                                                                                                                                                         |                                          |                
            /META-INF/jars/yumi-commons-collections-1.0.0.jar                    |              | yumi_commons_collections                | Yumi Commons: Collections                           | 1.0.0                          |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
            /META-INF/jars/yumi-commons-core-1.0.0.jar                           |              | yumi_commons_core                       | Yumi Commons: Core                                  | 1.0.0                          |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
            /META-INF/jars/yumi-commons-event-1.0.0.jar                          |              | yumi_commons_event                      | Yumi Commons: Event                                 | 1.0.0                          |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/spruceui-6.2.5+1.21.1-mojmap.jar                          |              | spruceui                                | SpruceUI                                            | 6.2.5+1.21.1                   |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/pridelib-1.2.4+1.21.1-mojmap.jar                          |              | pride                                   | Pride Lib                                           | 1.2.4+1.21.1                   |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/lambdynamiclights-api-4.8.8+1.21.1-mojmap.jar             |              | lambdynlights_api                       | LambDynamicLights (API)                             | 4.8.8+1.21.1                   |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
            /META-INF/jars/yumi-commons-collections-1.0.0.jar                    |              | yumi_commons_collections                | Yumi Commons: Collections                           | 1.0.0                          |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
            /META-INF/jars/yumi-commons-core-1.0.0.jar                           |              | yumi_commons_core                       | Yumi Commons: Core                                  | 1.0.0                          |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
            /META-INF/jars/yumi-commons-event-1.0.0.jar                          |              | yumi_commons_event                      | Yumi Commons: Event                                 | 1.0.0                          |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jars/lambdynamiclights-4.8.8+1.21.1.jar                            |              | lambdynlights_runtime                   | LambDynamicLights (Runtime)                         | 4.8.8+1.21.1                   | lambdynlights.mixins.json, lambdynlights.lightsource.mixins.json                                                                                                                                                                                                                                                                                                    |                                          |                
        /META-INF/jars/lambdynamiclights-api-4.8.8+1.21.1.jar                    |              | lambdynlights_api                       | LambDynamicLights (API)                             | 4.8.8+1.21.1                   |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
            /META-INF/jars/yumi-commons-collections-1.0.0.jar                    |              | yumi_commons_collections                | Yumi Commons: Collections                           | 1.0.0                          |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
            /META-INF/jars/yumi-commons-core-1.0.0.jar                           |              | yumi_commons_core                       | Yumi Commons: Core                                  | 1.0.0                          |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
            /META-INF/jars/yumi-commons-event-1.0.0.jar                          |              | yumi_commons_event                      | Yumi Commons: Event                                 | 1.0.0                          |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/pridelib-1.2.4+1.21.1.jar                                 |              | pride                                   | Pride Lib                                           | 1.2.4+1.21.1                   |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/spruceui-6.2.5+1.21.1.jar                                 |              | spruceui                                | SpruceUI                                            | 6.2.5+1.21.1                   | spruceui.mixins.json                                                                                                                                                                                                                                                                                                                                                |                                          |                
        /META-INF/jars/yumi-mc-foundation-1.0.0-beta.1+1.21.1.jar                |              | yumi_mc_core                            | Yumi Minecraft Libraries: Foundation                | 1.0.0-beta.1+1.21.1            | yumi_mc_core.mixins.json, yumi_mc_core.neoforge.mixins.json                                                                                                                                                                                                                                                                                                         |                                          |                
            /META-INF/jars/yumi-commons-event-1.0.0.jar                          |              | yumi_commons_event                      | Yumi Commons: Event                                 | 1.0.0                          |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
            /META-INF/jars/yumi-commons-core-1.0.0.jar                           |              | yumi_commons_core                       | Yumi Commons: Core                                  | 1.0.0                          |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
            /META-INF/jars/yumi-commons-collections-1.0.0.jar                    |              | yumi_commons_collections                | Yumi Commons: Collections                           | 1.0.0                          |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
leaky-1.21-2.4.jar                                                               |              | leaky                                   | leaky mod                                           | 2.4                            | leaky.mixins.json                                                                                                                                                                                                                                                                                                                                                   | 71b410b8c9567c8a2ad9fdb637f462f1f52bc9e2 | 800491986      
LeavesBeGone-v21.1.1-1.21.1-NeoForge.jar                                         |              | leavesbegone                            | Leaves Be Gone                                      | 21.1.1                         | leavesbegone.neoforge.mixins.json, leavesbegone.common.mixins.json                                                                                                                                                                                                                                                                                                  | 1d8eec39ed44414af14d14c0dfb5abd097e77491 | 2126728494     
lithium-neoforge-0.15.3+mc1.21.1.jar                                             |              | lithium                                 | Lithium                                             | 0.15.3+mc1.21.1                | lithium.mixins.json, lithium-neoforge.mixins.json                                                                                                                                                                                                                                                                                                                   | 9fd5fa9076044180ae7f51672de74669196ec72e | 1666655641     
lithostitched-1.7.9-neoforge-21.1.jar                                            |              | lithostitched                           | Lithostitched                                       | 1.7.9                          | lithostitched.mixins.json, lithostitched.neoforge.mixins.json, lithostitched.21.1.mixins.json                                                                                                                                                                                                                                                                       | 2e0ad9125b0e19caa6c264e4512219bd022acb0d | 1836586376     
